1, 44.4444, 37.5, 70.8333
1.00024, 44.4444, 37.5, 72.2222
1.00059, 44.4444, 37.5, 73.6111
1.00327, 44.4444, 37.5, 75
1.00365, 44.4444, 37.5, 76.3889
1.00596, 45.8333, 37.5, 76.3889
1.00606, 45.8333, 37.5, 77.7778
1.00608, 45.8333, 37.5, 79.1667
1.00665, 45.8333, 37.5, 80.5556
1.00859, 45.8333, 37.5, 81.9444
1.01089, 45.8333, 37.5, 83.3333
1.01187, 45.8333, 37.5, 84.7222
1.01256, 45.8333, 37.5, 86.1111
1.01302, 45.8333, 37.5, 87.5
1.01305, 45.8333, 37.5, 88.8889
1.0136, 45.8333, 37.5, 90.2778
1.01396, 45.8333, 37.5, 91.6667
1.01555, 45.8333, 37.5, 93.0556
1.01569, 45.8333, 37.5, 94.4444
1.0174, 45.8333, 37.5, 95.8333
1.01874, 45.8333, 37.5, 97.2222
1.01876, 45.8333, 37.5, 98.6111
1.02155, 45.8333, 37.5, 100
1.05127, 47.2222, 37.5, 100
1.07752, 47.2222, 38.8889, 100
1.07757, 47.2222, 40.2778, 100
1.09458, 48.6111, 40.2778, 100
1.09851, 48.6111, 41.6667, 100
1.10502, 48.6111, 43.0556, 100
1.11542, 48.6111, 44.4444, 100
1.11756, 48.6111, 45.8333, 100
1.11984, 48.6111, 47.2222, 100
1.12441, 48.6111, 48.6111, 100
1.12558, 48.6111, 50, 100
1.12567, 50, 50, 100
1.12727, 51.3889, 50, 100
1.12769, 52.7778, 50, 100
1.13086, 52.7778, 51.3889, 100
1.14317, 54.1667, 51.3889, 100
1.15243, 54.1667, 52.7778, 100
1.15334, 54.1667, 54.1667, 100
1.15605, 54.1667, 55.5556, 100
1.17526, 54.1667, 56.9444, 100
1.18039, 54.1667, 58.3333, 100
1.1874, 55.5556, 58.3333, 100
1.22226, 56.9444, 58.3333, 100
1.24384, 56.9444, 59.7222, 100
