1, 75, 60.4167, 50, 29.1667, 12.5, 12.5
1.00008, 75, 60.4167, 50, 31.25, 12.5, 12.5
1.00042, 77.0833, 60.4167, 50, 31.25, 12.5, 12.5
1.00079, 79.1667, 60.4167, 52.0833, 31.25, 12.5, 12.5
1.00096, 79.1667, 62.5, 52.0833, 31.25, 12.5, 12.5
1.00099, 79.1667, 62.5, 54.1667, 31.25, 12.5, 12.5
1.00119, 79.1667, 64.5833, 54.1667, 31.25, 12.5, 12.5
1.00127, 79.1667, 66.6667, 54.1667, 33.3333, 12.5, 12.5
1.00129, 79.1667, 66.6667, 54.1667, 33.3333, 12.5, 14.5833
1.00157, 81.25, 66.6667, 54.1667, 33.3333, 12.5, 14.5833
1.00253, 83.3333, 66.6667, 54.1667, 33.3333, 12.5, 14.5833
1.00256, 85.4167, 66.6667, 54.1667, 33.3333, 12.5, 14.5833
1.00258, 85.4167, 68.75, 54.1667, 33.3333, 12.5, 14.5833
1.00266, 85.4167, 68.75, 54.1667, 35.4167, 12.5, 14.5833
1.00279, 87.5, 68.75, 54.1667, 35.4167, 12.5, 14.5833
1.0028, 87.5, 68.75, 54.1667, 35.4167, 14.5833, 14.5833
1.00298, 87.5, 70.8333, 54.1667, 35.4167, 14.5833, 14.5833
1.00379, 89.5833, 70.8333, 54.1667, 35.4167, 14.5833, 14.5833
1.00382, 89.5833, 70.8333, 56.25, 35.4167, 14.5833, 14.5833
1.00396, 89.5833, 70.8333, 56.25, 35.4167, 14.5833, 16.6667
1.00429, 91.6667, 70.8333, 56.25, 35.4167, 14.5833, 16.6667
1.00455, 91.6667, 70.8333, 58.3333, 35.4167, 14.5833, 16.6667
1.00456, 91.6667, 70.8333, 60.4167, 35.4167, 14.5833, 16.6667
1.00582, 91.6667, 70.8333, 60.4167, 37.5, 14.5833, 16.6667
1.00606, 91.6667, 70.8333, 60.4167, 37.5, 14.5833, 18.75
1.00607, 91.6667, 70.8333, 62.5, 37.5, 14.5833, 18.75
1.0067, 93.75, 70.8333, 62.5, 37.5, 14.5833, 18.75
1.00801, 95.8333, 70.8333, 62.5, 37.5, 14.5833, 18.75
1.0086, 95.8333, 72.9167, 62.5, 37.5, 14.5833, 18.75
1.00869, 95.8333, 72.9167, 64.5833, 37.5, 14.5833, 18.75
1.00873, 95.8333, 72.9167, 66.6667, 37.5, 14.5833, 18.75
1.0099, 95.8333, 72.9167, 68.75, 37.5, 14.5833, 18.75
1.00993, 97.9167, 72.9167, 68.75, 37.5, 14.5833, 18.75
1.01004, 97.9167, 72.9167, 68.75, 39.5833, 14.5833, 18.75
1.01023, 97.9167, 72.9167, 70.8333, 39.5833, 14.5833, 18.75
1.01047, 97.9167, 72.9167, 70.8333, 39.5833, 14.5833, 20.8333
1.01075, 97.9167, 72.9167, 70.8333, 39.5833, 16.6667, 20.8333
1.01084, 97.9167, 72.9167, 72.9167, 39.5833, 16.6667, 20.8333
1.01091, 97.9167, 72.9167, 75, 39.5833, 16.6667, 20.8333
1.0115, 97.9167, 72.9167, 77.0833, 39.5833, 16.6667, 20.8333
1.01173, 97.9167, 72.9167, 77.0833, 39.5833, 16.6667, 22.9167
1.01217, 97.9167, 72.9167, 77.0833, 39.5833, 18.75, 22.9167
1.01282, 97.9167, 72.9167, 79.1667, 39.5833, 18.75, 22.9167
1.01366, 97.9167, 72.9167, 79.1667, 39.5833, 20.8333, 22.9167
1.01399, 97.9167, 72.9167, 79.1667, 39.5833, 22.9167, 22.9167
1.01438, 97.9167, 72.9167, 79.1667, 39.5833, 22.9167, 25
1.01439, 97.9167, 72.9167, 81.25, 39.5833, 22.9167, 25
1.01458, 97.9167, 72.9167, 81.25, 39.5833, 25, 25
1.01484, 97.9167, 72.9167, 81.25, 39.5833, 25, 27.0833
1.01488, 97.9167, 72.9167, 83.3333, 39.5833, 25, 27.0833
1.01488, 97.9167, 72.9167, 85.4167, 39.5833, 25, 27.0833
1.01497, 97.9167, 72.9167, 85.4167, 39.5833, 27.0833, 27.0833
