1, 81.25, 58.3333, 12.5
1.00009, 83.3333, 58.3333, 12.5
1.00048, 83.3333, 60.4167, 12.5
1.00119, 85.4167, 60.4167, 12.5
1.00146, 87.5, 60.4167, 12.5
1.0016, 89.5833, 60.4167, 12.5
1.00234, 89.5833, 62.5, 12.5
1.00275, 91.6667, 62.5, 12.5
1.0028, 91.6667, 64.5833, 14.5833
1.00349, 91.6667, 66.6667, 14.5833
1.0035, 93.75, 66.6667, 14.5833
1.00372, 95.8333, 66.6667, 14.5833
1.00377, 95.8333, 68.75, 14.5833
1.00612, 95.8333, 70.8333, 14.5833
1.00827, 95.8333, 72.9167, 14.5833
1.0111, 95.8333, 75, 14.5833
1.01173, 95.8333, 75, 16.6667
1.0128, 95.8333, 75, 18.75
1.01283, 95.8333, 75, 20.8333
1.01377, 97.9167, 75, 20.8333
1.01517, 97.9167, 77.0833, 20.8333
1.01535, 97.9167, 77.0833, 22.9167
1.01547, 97.9167, 79.1667, 22.9167
1.0158, 100, 79.1667, 22.9167
1.01725, 100, 79.1667, 25
1.01808, 100, 79.1667, 27.0833
1.01845, 100, 79.1667, 29.1667
1.01888, 100, 79.1667, 31.25
1.01889, 100, 79.1667, 33.3333
1.01955, 100, 81.25, 33.3333
1.01988, 100, 81.25, 35.4167
1.01991, 100, 83.3333, 35.4167
1.02011, 100, 83.3333, 37.5
1.02036, 100, 83.3333, 39.5833
1.0211, 100, 83.3333, 41.6667
1.02225, 100, 85.4167, 41.6667
1.02625, 100, 85.4167, 43.75
1.0271, 100, 87.5, 43.75
1.0309, 100, 87.5, 45.8333
1.03187, 100, 87.5, 47.9167
1.03222, 100, 89.5833, 47.9167
1.03333, 100, 89.5833, 50
1.03368, 100, 91.6667, 50
1.03592, 100, 91.6667, 52.0833
1.03677, 100, 91.6667, 54.1667
1.03736, 100, 91.6667, 56.25
1.03863, 100, 91.6667, 58.3333
1.03914, 100, 91.6667, 60.4167
1.04074, 100, 93.75, 60.4167
1.04166, 100, 93.75, 62.5
1.04181, 100, 93.75, 64.5833
1.04186, 100, 93.75, 66.6667
1.04241, 100, 95.8333, 66.6667
1.04419, 100, 95.8333, 68.75
1.04439, 100, 95.8333, 70.8333
1.04536, 100, 95.8333, 72.9167
1.04748, 100, 95.8333, 75
1.04781, 100, 95.8333, 77.0833
1.0486, 100, 95.8333, 79.1667
1.05086, 100, 95.8333, 81.25
1.05208, 100, 95.8333, 83.3333
1.05314, 100, 97.9167, 83.3333
1.05422, 100, 97.9167, 85.4167
1.05513, 100, 100, 85.4167
1.05573, 100, 100, 87.5
1.06354, 100, 100, 89.5833
1.06547, 100, 100, 91.6667
1.06791, 100, 100, 93.75
1.0701, 100, 100, 95.8333
1.0716, 100, 100, 97.9167
1.07472, 100, 100, 100
