1, 47.2222, 41.6667, 75
1.00327, 47.2222, 41.6667, 76.3889
1.00343, 47.2222, 41.6667, 77.7778
1.00365, 47.2222, 41.6667, 79.1667
1.00366, 47.2222, 41.6667, 80.5556
1.00596, 48.6111, 41.6667, 80.5556
1.00606, 48.6111, 41.6667, 81.9444
1.00665, 48.6111, 41.6667, 83.3333
1.00678, 48.6111, 41.6667, 84.7222
1.00691, 48.6111, 41.6667, 86.1111
1.00819, 48.6111, 41.6667, 87.5
1.01256, 48.6111, 41.6667, 88.8889
1.01534, 48.6111, 41.6667, 90.2778
1.01555, 48.6111, 41.6667, 91.6667
1.01569, 48.6111, 41.6667, 93.0556
1.01874, 48.6111, 41.6667, 94.4444
1.0199, 48.6111, 41.6667, 95.8333
1.0239, 48.6111, 41.6667, 97.2222
1.02761, 48.6111, 41.6667, 98.6111
1.03014, 48.6111, 41.6667, 100
1.05127, 50, 41.6667, 100
1.06138, 50, 43.0556, 100
1.07223, 50, 44.4444, 100
1.07752, 50, 45.8333, 100
1.07757, 50, 47.2222, 100
1.08132, 51.3889, 47.2222, 100
1.09851, 51.3889, 48.6111, 100
1.11085, 52.7778, 48.6111, 100
1.11984, 52.7778, 50, 100
1.12441, 52.7778, 51.3889, 100
1.12727, 54.1667, 51.3889, 100
1.12769, 55.5556, 51.3889, 100
1.14317, 56.9444, 51.3889, 100
1.15243, 56.9444, 52.7778, 100
1.15334, 56.9444, 54.1667, 100
1.15399, 58.3333, 54.1667, 100
1.15605, 58.3333, 55.5556, 100
1.18039, 58.3333, 56.9444, 100
1.1874, 59.7222, 56.9444, 100
1.2194, 59.7222, 58.3333, 100
1.24384, 59.7222, 59.7222, 100
