1, 75, 66.6667, 50, 47.2222
1.00006, 75, 68.0556, 51.3889, 48.6111
1.00006, 76.3889, 69.4444, 51.3889, 48.6111
1.00007, 77.7778, 70.8333, 51.3889, 48.6111
1.00026, 77.7778, 72.2222, 51.3889, 48.6111
1.00027, 79.1667, 72.2222, 51.3889, 48.6111
1.0003, 79.1667, 73.6111, 51.3889, 48.6111
1.00031, 80.5556, 73.6111, 51.3889, 48.6111
1.00054, 81.9444, 73.6111, 51.3889, 48.6111
1.00075, 83.3333, 73.6111, 51.3889, 48.6111
1.00091, 83.3333, 73.6111, 52.7778, 48.6111
1.00093, 84.7222, 73.6111, 52.7778, 48.6111
1.00108, 86.1111, 73.6111, 52.7778, 48.6111
1.0011, 86.1111, 75, 52.7778, 48.6111
1.00111, 86.1111, 76.3889, 52.7778, 48.6111
1.00134, 86.1111, 77.7778, 52.7778, 48.6111
1.00149, 86.1111, 79.1667, 52.7778, 48.6111
1.00158, 87.5, 79.1667, 52.7778, 48.6111
1.00166, 88.8889, 79.1667, 52.7778, 48.6111
1.00168, 88.8889, 80.5556, 52.7778, 48.6111
1.00174, 88.8889, 81.9444, 52.7778, 48.6111
1.00175, 90.2778, 81.9444, 52.7778, 48.6111
1.00183, 91.6667, 81.9444, 52.7778, 48.6111
1.00192, 93.0556, 81.9444, 52.7778, 48.6111
1.00193, 93.0556, 83.3333, 52.7778, 48.6111
1.002, 93.0556, 83.3333, 54.1667, 48.6111
1.00202, 94.4444, 83.3333, 54.1667, 48.6111
1.00213, 95.8333, 83.3333, 54.1667, 48.6111
1.00218, 95.8333, 83.3333, 54.1667, 50
1.0022, 97.2222, 83.3333, 54.1667, 50
1.00236, 97.2222, 84.7222, 54.1667, 50
1.00249, 97.2222, 86.1111, 54.1667, 50
1.00254, 97.2222, 86.1111, 55.5556, 50
1.00264, 97.2222, 86.1111, 55.5556, 51.3889
1.00278, 97.2222, 86.1111, 56.9444, 51.3889
1.00296, 97.2222, 86.1111, 58.3333, 51.3889
1.00333, 97.2222, 87.5, 58.3333, 51.3889
1.00367, 97.2222, 88.8889, 58.3333, 51.3889
1.00411, 98.6111, 88.8889, 58.3333, 51.3889
1.00437, 98.6111, 90.2778, 58.3333, 51.3889
1.00489, 98.6111, 90.2778, 58.3333, 52.7778
1.00587, 98.6111, 90.2778, 58.3333, 54.1667
1.00629, 98.6111, 91.6667, 58.3333, 54.1667
1.00686, 98.6111, 91.6667, 59.7222, 54.1667
1.0073, 98.6111, 91.6667, 59.7222, 55.5556
1.00751, 98.6111, 91.6667, 61.1111, 55.5556
1.00804, 98.6111, 91.6667, 62.5, 55.5556
1.00854, 98.6111, 91.6667, 63.8889, 55.5556
1.00879, 98.6111, 91.6667, 65.2778, 55.5556
1.00906, 98.6111, 93.0556, 65.2778, 55.5556
1.00924, 98.6111, 93.0556, 66.6667, 55.5556
1.00934, 98.6111, 93.0556, 68.0556, 55.5556
1.00958, 98.6111, 94.4444, 68.0556, 55.5556
