1, 91.6667, 58.3333, 51.3889, 47.2222, 13.8889
1.00018, 93.0556, 58.3333, 51.3889, 47.2222, 13.8889
1.00022, 93.0556, 58.3333, 52.7778, 47.2222, 13.8889
1.00047, 94.4444, 58.3333, 52.7778, 47.2222, 13.8889
1.00059, 94.4444, 58.3333, 52.7778, 47.2222, 15.2778
1.00072, 94.4444, 59.7222, 52.7778, 47.2222, 15.2778
1.00121, 94.4444, 59.7222, 54.1667, 47.2222, 15.2778
1.00251, 95.8333, 59.7222, 54.1667, 47.2222, 15.2778
1.00274, 95.8333, 59.7222, 55.5556, 47.2222, 15.2778
1.00297, 95.8333, 61.1111, 55.5556, 47.2222, 15.2778
1.00415, 95.8333, 61.1111, 56.9444, 47.2222, 15.2778
1.00423, 95.8333, 61.1111, 56.9444, 48.6111, 15.2778
1.0045, 95.8333, 61.1111, 56.9444, 48.6111, 16.6667
1.00536, 95.8333, 61.1111, 56.9444, 48.6111, 18.0556
1.00596, 95.8333, 62.5, 56.9444, 48.6111, 18.0556
1.00596, 95.8333, 62.5, 56.9444, 48.6111, 19.4444
1.00597, 95.8333, 63.8889, 58.3333, 48.6111, 19.4444
1.00734, 95.8333, 63.8889, 59.7222, 48.6111, 19.4444
1.00831, 95.8333, 63.8889, 61.1111, 48.6111, 19.4444
1.00832, 95.8333, 63.8889, 61.1111, 48.6111, 20.8333
1.00862, 95.8333, 65.2778, 61.1111, 48.6111, 20.8333
1.00873, 95.8333, 65.2778, 61.1111, 48.6111, 22.2222
1.00992, 95.8333, 65.2778, 61.1111, 48.6111, 23.6111
1.01039, 95.8333, 65.2778, 61.1111, 50, 23.6111
1.01092, 95.8333, 65.2778, 61.1111, 50, 25
1.01109, 97.2222, 65.2778, 61.1111, 50, 25
1.01173, 97.2222, 65.2778, 61.1111, 50, 26.3889
1.01191, 97.2222, 65.2778, 61.1111, 50, 27.7778
1.01254, 97.2222, 65.2778, 61.1111, 50, 29.1667
1.01256, 97.2222, 65.2778, 61.1111, 50, 30.5556
1.01261, 97.2222, 65.2778, 61.1111, 50, 31.9444
1.01269, 97.2222, 66.6667, 61.1111, 50, 31.9444
1.01274, 97.2222, 66.6667, 62.5, 50, 31.9444
1.01279, 97.2222, 66.6667, 62.5, 50, 33.3333
1.01286, 97.2222, 66.6667, 63.8889, 50, 33.3333
1.01363, 97.2222, 66.6667, 65.2778, 50, 33.3333
1.01408, 97.2222, 66.6667, 65.2778, 50, 34.7222
1.01464, 97.2222, 66.6667, 65.2778, 50, 36.1111
1.01497, 97.2222, 66.6667, 65.2778, 50, 37.5
1.01528, 98.6111, 66.6667, 65.2778, 50, 37.5
1.01535, 98.6111, 66.6667, 65.2778, 50, 38.8889
1.01564, 98.6111, 66.6667, 65.2778, 50, 40.2778
1.01575, 98.6111, 66.6667, 66.6667, 50, 40.2778
1.01583, 98.6111, 66.6667, 66.6667, 50, 41.6667
1.01615, 98.6111, 66.6667, 68.0556, 50, 41.6667
1.01667, 98.6111, 66.6667, 68.0556, 50, 43.0556
1.01704, 98.6111, 66.6667, 68.0556, 50, 44.4444
1.01727, 98.6111, 66.6667, 69.4444, 50, 44.4444
1.01759, 98.6111, 66.6667, 70.8333, 50, 44.4444
1.01764, 98.6111, 66.6667, 70.8333, 50, 45.8333
1.01795, 98.6111, 66.6667, 72.2222, 50, 45.8333
1.01808, 98.6111, 66.6667, 72.2222, 50, 47.2222
1.01857, 98.6111, 66.6667, 72.2222, 50, 48.6111
1.01906, 98.6111, 66.6667, 72.2222, 50, 50
1.01971, 98.6111, 66.6667, 72.2222, 50, 51.3889
1.02069, 98.6111, 66.6667, 73.6111, 50, 51.3889
1.02105, 98.6111, 66.6667, 75, 50, 51.3889
1.02105, 98.6111, 66.6667, 75, 50, 52.7778
1.02213, 98.6111, 66.6667, 75, 50, 54.1667
1.02298, 98.6111, 66.6667, 76.3889, 50, 54.1667
1.02299, 98.6111, 66.6667, 77.7778, 50, 54.1667
1.02305, 98.6111, 66.6667, 79.1667, 50, 54.1667
1.02424, 98.6111, 66.6667, 79.1667, 50, 55.5556
1.02441, 98.6111, 66.6667, 80.5556, 50, 55.5556
1.0248, 98.6111, 66.6667, 80.5556, 50, 56.9444
1.02483, 98.6111, 66.6667, 81.9444, 50, 56.9444
1.02784, 98.6111, 66.6667, 81.9444, 50, 58.3333
1.03027, 98.6111, 66.6667, 83.3333, 50, 58.3333
1.03135, 98.6111, 66.6667, 83.3333, 50, 59.7222
1.03165, 98.6111, 66.6667, 83.3333, 50, 61.1111
1.03172, 100, 66.6667, 83.3333, 50, 61.1111
1.03297, 100, 66.6667, 83.3333, 50, 62.5
1.03474, 100, 66.6667, 83.3333, 50, 63.8889
1.03564, 100, 66.6667, 83.3333, 50, 65.2778
1.03653, 100, 66.6667, 84.7222, 50, 65.2778
1.03659, 100, 66.6667, 84.7222, 50, 66.6667
1.03734, 100, 66.6667, 86.1111, 50, 66.6667
1.03816, 100, 66.6667, 87.5, 50, 66.6667
1.03833, 100, 66.6667, 87.5, 50, 68.0556
1.03871, 100, 66.6667, 87.5, 50, 69.4444
1.03996, 100, 66.6667, 87.5, 51.3889, 69.4444
1.04109, 100, 66.6667, 88.8889, 51.3889, 69.4444
1.04143, 100, 66.6667, 88.8889, 51.3889, 70.8333
1.04165, 100, 66.6667, 90.2778, 51.3889, 70.8333
1.04248, 100, 66.6667, 90.2778, 51.3889, 72.2222
1.04317, 100, 66.6667, 90.2778, 51.3889, 73.6111
1.04361, 100, 66.6667, 90.2778, 51.3889, 75
1.04418, 100, 66.6667, 90.2778, 51.3889, 76.3889
1.04519, 100, 68.0556, 90.2778, 51.3889, 76.3889
1.04552, 100, 68.0556, 90.2778, 51.3889, 77.7778
