1, 81.9444, 45.8333, 38.8889, 38.8889, 27.7778
1.00022, 81.9444, 45.8333, 40.2778, 38.8889, 27.7778
1.00059, 81.9444, 45.8333, 40.2778, 38.8889, 29.1667
1.00072, 81.9444, 47.2222, 40.2778, 38.8889, 29.1667
1.00091, 81.9444, 47.2222, 41.6667, 38.8889, 29.1667
1.00121, 81.9444, 47.2222, 43.0556, 38.8889, 29.1667
1.00177, 81.9444, 48.6111, 43.0556, 38.8889, 29.1667
1.00266, 83.3333, 48.6111, 43.0556, 38.8889, 29.1667
1.00275, 84.7222, 48.6111, 43.0556, 38.8889, 29.1667
1.00329, 86.1111, 48.6111, 43.0556, 38.8889, 29.1667
1.0045, 86.1111, 48.6111, 43.0556, 38.8889, 30.5556
1.00502, 86.1111, 48.6111, 44.4444, 38.8889, 30.5556
1.0055, 86.1111, 48.6111, 45.8333, 38.8889, 30.5556
1.00585, 86.1111, 50, 45.8333, 38.8889, 30.5556
1.00596, 86.1111, 51.3889, 45.8333, 38.8889, 30.5556
1.00597, 86.1111, 52.7778, 47.2222, 38.8889, 30.5556
1.00665, 86.1111, 52.7778, 47.2222, 40.2778, 30.5556
1.00831, 86.1111, 52.7778, 48.6111, 40.2778, 30.5556
1.00873, 86.1111, 52.7778, 48.6111, 40.2778, 31.9444
1.00917, 86.1111, 52.7778, 50, 40.2778, 31.9444
1.00978, 86.1111, 52.7778, 50, 40.2778, 33.3333
1.01026, 86.1111, 52.7778, 50, 40.2778, 34.7222
1.01127, 86.1111, 52.7778, 50, 40.2778, 36.1111
1.01191, 86.1111, 52.7778, 50, 40.2778, 37.5
1.01214, 86.1111, 52.7778, 50, 40.2778, 38.8889
1.01254, 86.1111, 52.7778, 50, 40.2778, 40.2778
1.01261, 86.1111, 52.7778, 50, 40.2778, 41.6667
1.01274, 86.1111, 52.7778, 51.3889, 40.2778, 41.6667
1.01279, 86.1111, 52.7778, 51.3889, 40.2778, 43.0556
1.01282, 86.1111, 52.7778, 51.3889, 40.2778, 44.4444
